state,move
____O______O___X_XXX_XX_OOO_OO_XXX_OO_XOX_,1
____O___O__O___X_XXX_XX_OOO_OO_XXX_OO_XOX_,0
____O___O__O__XX_XXX_XX_OOO_OO_XXX_OO_XOX_,0
____O__OO__O__XX_XXX_XX_OOO_OO_XXX_OO_XOX_,1
_X__O__OO__O__XX_XXX_XX_OOO_OO_XXX_OO_XOX_,0
OX__O__OO__O__XX_XXX_XX_OOO_OO_XXX_OO_XOX_,5
OX__O__OO__OX_XX_XXX_XX_OOO_OO_XXX_OO_XOX_,3
OX__O__OO_OOX_XX_XXX_XX_OOO_OO_XXX_OO_XOX_,6
OX__O__OO_OOX_XX_XXX_XX_OOO_OO_XXX_OO_XOXX,6
OX__O__OO_OOX_XX_XXX_XX_OOO_OO_XXXOOO_XOXX,6
OX__O__OO_OOX_XX_XXX_XX_OOOXOO_XXXOOO_XOXX,6
OX__O__OO_OOX_XX_XXXOXX_OOOXOO_XXXOOO_XOXX,6
OX__O__OO_OOXXXX_XXXOXX_OOOXOO_XXXOOO_XOXX,6
OX__O_OOO_OOXXXX_XXXOXX_OOOXOO_XXXOOO_XOXX,2
OX__O_OOO_OOXXXX_XXXOXX_OOOXOO_XXXOOOXXOXX,2
OX__O_OOO_OOXXXX_XXXOXX_OOOXOOOXXXOOOXXOXX,2
OX__O_OOO_OOXXXX_XXXOXXXOOOXOOOXXXOOOXXOXX,2
__________________________________________,3
______________________________________X___,4
______________________________________XO__,3
_______________________________X______XO__,4
_______________________________XO_____XO__,4
_________________________X_____XO_____XO__,3
________________________OX_____XO_____XO__,4
__________________X_____OX_____XO_____XO__,3
_________________OX_____OX_____XO_____XO__,4
___________X_____OX_____OX_____XO_____XO__,4
____O______X_____OX_____OX_____XO_____XO__,3
____O_____XX_____OX_____OX_____XO_____XO__,2
____O_____XX_____OX_____OX_____XO____OXO__,5
____O_____XX_____OX_____OX_____XO____OXOX_,0
____O_____XX_____OX_____OX_____XO__O_OXOX_,5
____O_____XX_____OX_____OX_____XOX_O_OXOX_,5
____O_____XX_____OX_____OXO____XOX_O_OXOX_,3
___XO_____XX_____OX_____OXO____XOX_O_OXOX_,0
___XO_____XX_____OX_____OXO_O__XOX_O_OXOX_,5
___XO_____XX_____OXX____OXO_O__XOX_O_OXOX_,0
___XO_____XX_____OXX_O__OXO_O__XOX_O_OXOX_,0
___XO_____XX__X__OXX_O__OXO_O__XOX_O_OXOX_,1
___XO_____XX__X__OXX_O__OXO_O__XOX_OOOXOX_,6
___XO_____XX__X__OXX_O__OXO_O__XOX_OOOXOXX,0
___XO__O__XX__X__OXX_O__OXO_O__XOX_OOOXOXX,0
X__XO__O__XX__X__OXX_O__OXO_O__XOX_OOOXOXX,5
X__XO__O__XXO_X__OXX_O__OXO_O__XOX_OOOXOXX,5
X__XOX_O__XXO_X__OXX_O__OXO_O__XOX_OOOXOXX,1
X__XOX_O__XXO_X__OXX_O__OXO_OO_XOX_OOOXOXX,1
X__XOX_O__XXO_X__OXX_OX_OXO_OO_XOX_OOOXOXX,2
X__XOX_O__XXO_X__OXX_OX_OXO_OOOXOX_OOOXOXX,2
X__XOX_O__XXO_X__OXX_OXXOXO_OOOXOX_OOOXOXX,1
X__XOX_O__XXO_XO_OXX_OXXOXO_OOOXOX_OOOXOXX,1
X__XOX_OX_XXO_XO_OXX_OXXOXO_OOOXOX_OOOXOXX,1
XO_XOX_OX_XXO_XO_OXX_OXXOXO_OOOXOX_OOOXOXX,6
XO_XOX_OX_XXO_XO_OXX_OXXOXO_OOOXOXXOOOXOXX,6
XO_XOX_OX_XXO_XO_OXX_OXXOXOOOOOXOXXOOOXOXX,6
XO_XOX_OX_XXO_XO_OXXXOXXOXOOOOOXOXXOOOXOXX,6
XO_XOX_OX_XXOOXO_OXXXOXXOXOOOOOXOXXOOOXOXX,6
XO_XOXXOX_XXOOXO_OXXXOXXOXOOOOOXOXXOOOXOXX,2
XO_XOXXOX_XXOOXOOOXXXOXXOXOOOOOXOXXOOOXOXX,2
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,4
_______________________________O______XX__,2
_______________________________O_____OXX__,3
________________________X______O_____OXX__,2
________________________X_____OO_____OXX__,4
________________________X_____OOX____OXX__,4
________________________XO____OOX____OXX__,2
_______________________XXO____OOX____OXX__,5
_______________________XXO____OOX____OXXO_,3
_________________X_____XXO____OOX____OXXO_,3
__________O______X_____XXO____OOX____OXXO_,2
__________O_____XX_____XXO____OOX____OXXO_,4
__________O_____XXO____XXO____OOX____OXXO_,4
__________OX____XXO____XXO____OOX____OXXO_,5
__________OX____XXO____XXO____OOXO___OXXO_,0
__________OX____XXO____XXO____OOXO_X_OXXO_,0
__________OX____XXO____XXO__O_OOXO_X_OXXO_,0
__________OX____XXO__X_XXO__O_OOXO_X_OXXO_,2
_________OOX____XXO__X_XXO__O_OOXO_X_OXXO_,2
__X______OOX____XXO__X_XXO__O_OOXO_X_OXXO_,3
__XO_____OOX____XXO__X_XXO__O_OOXO_X_OXXO_,0
__XO_____OOX__X_XXO__X_XXO__O_OOXO_X_OXXO_,0
__XO___O_OOX__X_XXO__X_XXO__O_OOXO_X_OXXO_,6
__XO___O_OOX__X_XXO__X_XXO__O_OOXO_X_OXXOX,5
__XO___O_OOX__X_XXO__X_XXOO_O_OOXO_X_OXXOX,5
__XO___O_OOX__X_XXOX_X_XXOO_O_OOXO_X_OXXOX,6
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,4
_______________________________O______XX__,5
_______________________________O______XXO_,2
_______________________________O_____XXXO_,1
_______________________________O____OXXXO_,4
_______________________________OX___OXXXO_,4
_________________________O_____OX___OXXXO_,3
________________________XO_____OX___OXXXO_,3
_________________O______XO_____OX___OXXXO_,5
_________________O______XO_____OXX__OXXXO_,1
_________________O______XO___O_OXX__OXXXO_,4
_________________OX_____XO___O_OXX__OXXXO_,1
_________________OX___O_XO___O_OXX__OXXXO_,1
_______________X_OX___O_XO___O_OXX__OXXXO_,2
_______________X_OX___O_XO___OOOXX__OXXXO_,2
_______________X_OX___OXXO___OOOXX__OXXXO_,1
________O______X_OX___OXXO___OOOXX__OXXXO_,5
________O______X_OX___OXXOX__OOOXX__OXXXO_,3
________O_O____X_OX___OXXOX__OOOXX__OXXXO_,5
________O_O____X_OXX__OXXOX__OOOXX__OXXXO_,5
________O_O_O__X_OXX__OXXOX__OOOXX__OXXXO_,3
___X____O_O_O__X_OXX__OXXOX__OOOXX__OXXXO_,4
___X____O_OOO__X_OXX__OXXOX__OOOXX__OXXXO_,4
___XX___O_OOO__X_OXX__OXXOX__OOOXX__OXXXO_,1
_O_XX___O_OOO__X_OXX__OXXOX__OOOXX__OXXXO_,6
_O_XX___O_OOO__X_OXX__OXXOX__OOOXX__OXXXOX,5
_O_XXO__O_OOO__X_OXX__OXXOX__OOOXX__OXXXOX,6
_O_XXO__O_OOO__X_OXX__OXXOX__OOOXXX_OXXXOX,2
_O_XXO__O_OOO__XOOXX__OXXOX__OOOXXX_OXXXOX,2
_O_XXO__OXOOO__XOOXX__OXXOX__OOOXXX_OXXXOX,2
_OOXXO__OXOOO__XOOXX__OXXOX__OOOXXX_OXXXOX,6
_OOXXO__OXOOO__XOOXX__OXXOXX_OOOXXX_OXXXOX,6
_OOXXO__OXOOO__XOOXXO_OXXOXX_OOOXXX_OXXXOX,6
_OOXXO__OXOOOX_XOOXXO_OXXOXX_OOOXXX_OXXXOX,6
_OOXXOO_OXOOOX_XOOXXO_OXXOXX_OOOXXX_OXXXOX,0
_OOXXOO_OXOOOX_XOOXXO_OXXOXX_OOOXXXXOXXXOX,0
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,6
_______________________________O______X__X,4
_______________________________O______XO_X,3
________________________X______O______XO_X,4
________________________X______OO_____XO_X,4
________________________XX_____OO_____XO_X,3
_________________O______XX_____OO_____XO_X,6
_________________O______XX_____OO_X___XO_X,6
_________________O______XX_O___OO_X___XO_X,4
_________________OX_____XX_O___OO_X___XO_X,4
___________O_____OX_____XX_O___OO_X___XO_X,1
___________O_____OX_____XX_O___OO_X_X_XO_X,5
___________O_____OX_____XX_O___OO_X_X_XOOX,0
___________O_____OX_____XX_O___OO_XXX_XOOX,5
___________O_____OX_____XX_O___OOOXXX_XOOX,2
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,5
_____________________________________OX_X_,6
_____________________________________OX_XO,3
_______________________________X_____OX_XO,3
________________________O______X_____OX_XO,5
________________________O______X_X___OX_XO,2
________________________O_____OX_X___OX_XO,2
_______________________XO_____OX_X___OX_XO,5
_______________________XO_O___OX_X___OX_XO,6
_______________________XO_O___OX_XX__OX_XO,5
___________________O___XO_O___OX_XX__OX_XO,3
_________________X_O___XO_O___OX_XX__OX_XO,5
____________O____X_O___XO_O___OX_XX__OX_XO,5
_____X______O____X_O___XO_O___OX_XX__OX_XO,0
_____X______O____X_O___XO_O___OX_XXO_OX_XO,6
_____X______O____X_O___XO_OX__OX_XXO_OX_XO,6
_____X______O____X_OO__XO_OX__OX_XXO_OX_XO,0
_____X______O____X_OO__XO_OXX_OX_XXO_OX_XO,2
_____X______O___OX_OO__XO_OXX_OX_XXO_OX_XO,2
_____X___X__O___OX_OO__XO_OXX_OX_XXO_OX_XO,0
_____X___X__O___OX_OOO_XO_OXX_OX_XXO_OX_XO,4
_____X___X__O___OX_OOO_XO_OXX_OX_XXO_OXXXO,0
_____X___X__O_O_OX_OOO_XO_OXX_OX_XXO_OXXXO,4
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,2
_______________________________O_____XX___,1
_______________________________O____OXX___,2
______________________________XO____OXX___,5
______________________________XO____OXX_O_,3
________________________X_____XO____OXX_O_,2
_______________________OX_____XO____OXX_O_,3
_________________X_____OX_____XO____OXX_O_,3
__________O______X_____OX_____XO____OXX_O_,5
__________O______X_____OX_____XO_X__OXX_O_,6
__________O______X_____OX_____XO_X__OXX_OO,5
__________O______X_____OX_X___XO_X__OXX_OO,2
__________O_____OX_____OX_X___XO_X__OXX_OO,5
__________O_____OX_X___OX_X___XO_X__OXX_OO,5
__________O_O___OX_X___OX_X___XO_X__OXX_OO,2
_________XO_O___OX_X___OX_X___XO_X__OXX_OO,6
_________XO_O___OX_X___OX_X___XO_XO_OXX_OO,4
_________XO_O___OX_X___OX_X___XO_XO_OXXXOO,1
_________XO_O___OX_X___OX_X__OXO_XO_OXXXOO,1
_________XO_O___OX_X__XOX_X__OXO_XO_OXXXOO,1
_________XO_O__OOX_X__XOX_X__OXO_XO_OXXXOO,6
_________XO_O__OOX_X__XOX_XX_OXO_XO_OXXXOO,6
_________XO_O__OOX_XO_XOX_XX_OXO_XO_OXXXOO,3
___X_____XO_O__OOX_XO_XOX_XX_OXO_XO_OXXXOO,5
___X_O___XO_O__OOX_XO_XOX_XX_OXO_XO_OXXXOO,2
__XX_O___XO_O__OOX_XO_XOX_XX_OXO_XO_OXXXOO,6
__XX_O___XO_OO_OOX_XO_XOX_XX_OXO_XO_OXXXOO,0
__XX_O___XO_OO_OOX_XO_XOX_XX_OXO_XOXOXXXOO,6
__XX_OO__XO_OO_OOX_XO_XOX_XX_OXO_XOXOXXXOO,4
__XX_OO__XO_OO_OOX_XO_XOX_XX_OXOXXOXOXXXOO,4
__XX_OO__XO_OO_OOX_XO_XOXOXX_OXOXXOXOXXXOO,1
__XX_OO_XXO_OO_OOX_XO_XOXOXX_OXOXXOXOXXXOO,1
_OXX_OO_XXO_OO_OOX_XO_XOXOXX_OXOXXOXOXXXOO,4
_OXX_OO_XXO_OO_OOXXXO_XOXOXX_OXOXXOXOXXXOO,4
__________________________________________,3
______________________________________X___,4
______________________________________XO__,4
________________________________X_____XO__,3
_______________________________OX_____XO__,3
________________________X______OX_____XO__,3
_________________O______X______OX_____XO__,4
_________________O______XX_____OX_____XO__,0
_________________O______XX_____OX__O__XO__,4
_________________OX_____XX_____OX__O__XO__,4
___________O_____OX_____XX_____OX__O__XO__,0
___________O_____OX_____XX__X__OX__O__XO__,1
___________O_____OX_____XX__X__OX__OO_XO__,1
___________O_____OX_____XX__XX_OX__OO_XO__,1
___________O_____OX___O_XX__XX_OX__OO_XO__,1
___________O___X_OX___O_XX__XX_OX__OO_XO__,0
___________O___X_OX__OO_XX__XX_OX__OO_XO__,6
___________O___X_OX__OO_XX__XX_OX__OO_XO_X,0
___________O__OX_OX__OO_XX__XX_OX__OO_XO_X,0
_______X___O__OX_OX__OO_XX__XX_OX__OO_XO_X,3
_______X__OO__OX_OX__OO_XX__XX_OX__OO_XO_X,4
____X__X__OO__OX_OX__OO_XX__XX_OX__OO_XO_X,1
____X__XO_OO__OX_OX__OO_XX__XX_OX__OO_XO_X,0
X___X__XO_OO__OX_OX__OO_XX__XX_OX__OO_XO_X,5
X___X__XO_OO__OX_OX__OO_XX__XX_OX__OO_XOOX,3
X__XX__XO_OO__OX_OX__OO_XX__XX_OX__OO_XOOX,2
X__XX__XO_OO__OX_OX__OO_XX__XX_OX__OOOXOOX,6
X__XX__XO_OO__OX_OX__OO_XX__XX_OX_XOOOXOOX,6
X__XX__XO_OO__OX_OX__OO_XX_OXX_OX_XOOOXOOX,5
X__XX__XO_OO__OX_OX__OO_XX_OXX_OXXXOOOXOOX,5
X__XX__XO_OO__OX_OX__OO_XXOOXX_OXXXOOOXOOX,2
X__XX__XO_OO__OX_OX__OO_XXOOXXXOXXXOOOXOOX,2
X__XX__XO_OO__OX_OX__OOOXXOOXXXOXXXOOOXOOX,6
X__XX__XO_OO__OX_OX_XOOOXXOOXXXOXXXOOOXOOX,6
X__XX__XO_OO_OOX_OX_XOOOXXOOXXXOXXXOOOXOOX,1
XX_XX__XO_OO_OOX_OX_XOOOXXOOXXXOXXXOOOXOOX,6
XX_XX_OXO_OO_OOX_OX_XOOOXXOOXXXOXXXOOOXOOX,5
XX_XX_OXO_OO_OOX_OXXXOOOXXOOXXXOXXXOOOXOOX,5
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,2
________________________O_____XX_____OX___,3
_________________O______O_____XX_____OX___,3
__________X______O______O_____XX_____OX___,2
__________X______O_____OO_____XX_____OX___,0
__________X______O_____OO_____XX___X_OX___,2
__________X_____OO_____OO_____XX___X_OX___,0
__________X_____OO_____OO___X_XX___X_OX___,2
_________OX_____OO_____OO___X_XX___X_OX___,2
__X______OX_____OO_____OO___X_XX___X_OX___,5
__X______OX_____OO_____OO___X_XX___X_OX_O_,5
__X______OX_____OO_____OO___X_XX_X_X_OX_O_,0
__X______OX_____OO___O_OO___X_XX_X_X_OX_O_,0
__X______OX___X_OO___O_OO___X_XX_X_X_OX_O_,6
__X______OX___X_OO___O_OO___X_XX_X_X_OX_OO,1
__X______OX___X_OO___O_OO___X_XX_X_XXOX_OO,5
__X______OX___X_OO___O_OO_O_X_XX_X_XXOX_OO,1
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,6
________________________O______X_____OX__X,2
________________________O_____OX_____OX__X,5
________________________O_____OX_____OX_XX,4
________________________O_____OX_____OXOXX,2
_______________________XO_____OX_____OXOXX,3
_________________O_____XO_____OX_____OXOXX,5
_________________O_____XO_____OX_X___OXOXX,5
_________________O_____XO_O___OX_X___OXOXX,6
_________________O_____XO_O___OX_XX__OXOXX,4
_________________O_____XO_O___OXOXX__OXOXX,6
_________________O_____XO_OX__OXOXX__OXOXX,6
_________________O__O__XO_OX__OXOXX__OXOXX,5
_________________O_XO__XO_OX__OXOXX__OXOXX,3
__________O______O_XO__XO_OX__OXOXX__OXOXX,3
___X______O______O_XO__XO_OX__OXOXX__OXOXX,6
___X______O__O___O_XO__XO_OX__OXOXX__OXOXX,2
___X______O__O__XO_XO__XO_OX__OXOXX__OXOXX,2
___X_____OO__O__XO_XO__XO_OX__OXOXX__OXOXX,5
___X_____OO_XO__XO_XO__XO_OX__OXOXX__OXOXX,1
___X_____OO_XO__XO_XO__XO_OX__OXOXX_OOXOXX,1
___X_____OO_XO__XO_XO__XO_OX_XOXOXX_OOXOXX,1
___X_____OO_XO__XO_XO_OXO_OX_XOXOXX_OOXOXX,1
___X_____OO_XO_XXO_XO_OXO_OX_XOXOXX_OOXOXX,1
___X____OOO_XO_XXO_XO_OXO_OX_XOXOXX_OOXOXX,1
_X_X____OOO_XO_XXO_XO_OXO_OX_XOXOXX_OOXOXX,4
_X_X____OOO_XO_XXO_XO_OXOOOX_XOXOXX_OOXOXX,0
_X_X____OOO_XO_XXO_XO_OXOOOX_XOXOXXXOOXOXX,4
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,2
________________________O_____XX_____OX___,2
_______________________OO_____XX_____OX___,6
_______________________OO_____XX_____OX__X,5
_______________________OO_____XX_____OX_OX,2
________________X______OO_____XX_____OX_OX,5
________________X______OO_____XX_O___OX_OX,5
________________X______OO_X___XX_O___OX_OX,3
________________XO_____OO_X___XX_O___OX_OX,3
__________X_____XO_____OO_X___XX_O___OX_OX,0
__________X_____XO_____OO_X___XX_O_O_OX_OX,6
__________X_____XO_____OO_X___XX_OXO_OX_OX,0
__________X_____XO_____OO_X_O_XX_OXO_OX_OX,0
__________X_____XO___X_OO_X_O_XX_OXO_OX_OX,0
__________X___O_XO___X_OO_X_O_XX_OXO_OX_OX,6
__________X___O_XO___X_OO_XXO_XX_OXO_OX_OX,6
__________X___O_XO__OX_OO_XXO_XX_OXO_OX_OX,2
_________XX___O_XO__OX_OO_XXO_XX_OXO_OX_OX,5
_________XX___O_XO_OOX_OO_XXO_XX_OXO_OX_OX,6
_________XX__XO_XO_OOX_OO_XXO_XX_OXO_OX_OX,5
_________XX_OXO_XO_OOX_OO_XXO_XX_OXO_OX_OX,3
___X_____XX_OXO_XO_OOX_OO_XXO_XX_OXO_OX_OX,4
___X_____XX_OXO_XO_OOX_OO_XXO_XX_OXO_OXOOX,4
___X_____XX_OXO_XO_OOX_OO_XXO_XXXOXO_OXOOX,5
___X_O___XX_OXO_XO_OOX_OO_XXO_XXXOXO_OXOOX,0
___X_O_X_XX_OXO_XO_OOX_OO_XXO_XXXOXO_OXOOX,2
__OX_O_X_XX_OXO_XO_OOX_OO_XXO_XXXOXO_OXOOX,6
__OX_OXX_XX_OXO_XO_OOX_OO_XXO_XXXOXO_OXOOX,0
O_OX_OXX_XX_OXO_XO_OOX_OO_XXO_XXXOXO_OXOOX,1
O_OX_OXX_XX_OXO_XO_OOX_OO_XXO_XXXOXOXOXOOX,1
__________________________________________,4
_______________________________________X__,3
______________________________________OX__,4
________________________________X_____OX__,4
_________________________O______X_____OX__,3
_________________________O_____XX_____OX__,4
__________________O______O_____XX_____OX__,4
___________X______O______O_____XX_____OX__,1
___________X______O______O_____XX___O_OX__,3
___________X______O_____XO_____XX___O_OX__,3
___________X_____OO_____XO_____XX___O_OX__,1
___________X_____OO_____XO___X_XX___O_OX__,6
___________X_____OO_____XO___X_XX___O_OX_O,6
___________X_____OO_____XO___X_XX_X_O_OX_O,6
___________X_____OO_____XO_O_X_XX_X_O_OX_O,2
___________X_____OO_____XO_O_X_XX_X_OXOX_O,2
___________X_____OO_____XO_O_XOXX_X_OXOX_O,1
___________X_____OO___X_XO_O_XOXX_X_OXOX_O,1
___________X___O_OO___X_XO_O_XOXX_X_OXOX_O,1
________X__X___O_OO___X_XO_O_XOXX_X_OXOX_O,6
________X__X___O_OO_O_X_XO_O_XOXX_X_OXOX_O,6
________X__X_X_O_OO_O_X_XO_O_XOXX_X_OXOX_O,0
________X__X_X_O_OO_O_X_XO_O_XOXX_XOOXOX_O,0
________X__X_X_O_OO_O_X_XO_OXXOXX_XOOXOX_O,0
________X__X_X_O_OO_OOX_XO_OXXOXX_XOOXOX_O,4
____X___X__X_X_O_OO_OOX_XO_OXXOXX_XOOXOX_O,1
_O__X___X__X_X_O_OO_OOX_XO_OXXOXX_XOOXOX_O,0
_O__X___X__X_XXO_OO_OOX_XO_OXXOXX_XOOXOX_O,6
_O__X_O_X__X_XXO_OO_OOX_XO_OXXOXX_XOOXOX_O,3
_O__X_O_X_XX_XXO_OO_OOX_XO_OXXOXX_XOOXOX_O,3
_O_OX_O_X_XX_XXO_OO_OOX_XO_OXXOXX_XOOXOX_O,0
_O_OX_OXX_XX_XXO_OO_OOX_XO_OXXOXX_XOOXOX_O,0
OO_OX_OXX_XX_XXO_OO_OOX_XO_OXXOXX_XOOXOX_O,5
OO_OX_OXX_XX_XXO_OO_OOX_XO_OXXOXX_XOOXOXXO,5
__________________________________________,3
______________________________________X___,1
____________________________________O_X___,5
____________________________________O_X_X_,4
____________________________________O_XOX_,5
_________________________________X__O_XOX_,4
________________________________OX__O_XOX_,4
_________________________X______OX__O_XOX_,1
_________________________X___O__OX__O_XOX_,3
_________________________X___O_XOX__O_XOX_,3
________________________OX___O_XOX__O_XOX_,3
_________________X______OX___O_XOX__O_XOX_,6
_________________X______OX___O_XOX__O_XOXO,4
_________________XX_____OX___O_XOX__O_XOXO,1
_________________XX___O_OX___O_XOX__O_XOXO,1
_______________X_XX___O_OX___O_XOX__O_XOXO,4
___________O___X_XX___O_OX___O_XOX__O_XOXO,6
___________O___X_XX___O_OX___O_XOXX_O_XOXO,3
__________OO___X_XX___O_OX___O_XOXX_O_XOXO,1
________X_OO___X_XX___O_OX___O_XOXX_O_XOXO,4
____O___X_OO___X_XX___O_OX___O_XOXX_O_XOXO,6
____O___X_OO___X_XX___O_OX_X_O_XOXX_O_XOXO,2
____O___X_OO___X_XX___O_OX_X_O_XOXX_OOXOXO,6
____O___X_OO___X_XX_X_O_OX_X_O_XOXX_OOXOXO,6
____O___X_OO_O_X_XX_X_O_OX_X_O_XOXX_OOXOXO,3
___XO___X_OO_O_X_XX_X_O_OX_X_O_XOXX_OOXOXO,2
___XO___X_OO_O_X_XX_X_O_OX_X_OOXOXX_OOXOXO,1
_X_XO___X_OO_O_X_XX_X_O_OX_X_OOXOXX_OOXOXO,0
_X_XO___X_OO_O_X_XX_X_O_OX_X_OOXOXXOOOXOXO,6
_X_XO_X_X_OO_O_X_XX_X_O_OX_X_OOXOXXOOOXOXO,0
_X_XO_X_X_OO_O_X_XX_X_O_OX_XOOOXOXXOOOXOXO,0
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,2
_______________________________O_____XX___,4
_______________________________O_____XXO__,4
_______________________________OX____XXO__,1
_______________________________OX___OXXO__,3
________________________X______OX___OXXO__,1
________________________X____O_OX___OXXO__,3
_________________X______X____O_OX___OXXO__,2
_________________X______X____OOOX___OXXO__,3
__________X______X______X____OOOX___OXXO__,3
___O______X______X______X____OOOX___OXXO__,2
___O______X______X_____XX____OOOX___OXXO__,2
___O______X_____OX_____XX____OOOX___OXXO__,4
___O______X_____OX_____XXX___OOOX___OXXO__,1
___O______X_____OX____OXXX___OOOX___OXXO__,1
___O______X____XOX____OXXX___OOOX___OXXO__,2
___O_____OX____XOX____OXXX___OOOX___OXXO__,5
___O_____OX____XOX____OXXX___OOOX___OXXOX_,6
___O_____OX____XOX____OXXX___OOOX___OXXOXO,4
___O_____OX____XOXX___OXXX___OOOX___OXXOXO,4
___O_____OXO___XOXX___OXXX___OOOX___OXXOXO,2
__XO_____OXO___XOXX___OXXX___OOOX___OXXOXO,1
__XO____OOXO___XOXX___OXXX___OOOX___OXXOXO,4
__XOX___OOXO___XOXX___OXXX___OOOX___OXXOXO,6
__XOX___OOXO___XOXX___OXXX___OOOX_O_OXXOXO,6
__XOX___OOXO___XOXX___OXXX_X_OOOX_O_OXXOXO,6
__XOX___OOXO___XOXX_O_OXXX_X_OOOX_O_OXXOXO,1
_XXOX___OOXO___XOXX_O_OXXX_X_OOOX_O_OXXOXO,0
_XXOX___OOXO___XOXX_O_OXXX_X_OOOX_OOOXXOXO,0
_XXOX___OOXO___XOXX_O_OXXX_XXOOOX_OOOXXOXO,0
_XXOX___OOXO___XOXX_OOOXXX_XXOOOX_OOOXXOXO,0
_XXOX___OOXO__XXOXX_OOOXXX_XXOOOX_OOOXXOXO,6
_XXOX___OOXO_OXXOXX_OOOXXX_XXOOOX_OOOXXOXO,6
_XXOX_X_OOXO_OXXOXX_OOOXXX_XXOOOX_OOOXXOXO,5
_XXOX_X_OOXO_OXXOXX_OOOXXX_XXOOOXOOOOXXOXO,5
__________________________________________,3
______________________________________X___,4
______________________________________XO__,3
_______________________________X______XO__,3
________________________O______X______XO__,3
_________________X______O______X______XO__,6
_________________X______O______X______XO_O,1
_________________X______O______X____X_XO_O,4
_________________X______O______XO___X_XO_O,0
_________________X______O______XO__XX_XO_O,2
_________________X______O______XO__XXOXO_O,1
_________________X______O____X_XO__XXOXO_O,4
_________________X______OO___X_XO__XXOXO_O,4
_________________XX_____OO___X_XO__XXOXO_O,1
_________________XX___O_OO___X_XO__XXOXO_O,0
_________________XX___O_OO__XX_XO__XXOXO_O,0
_________________XX__OO_OO__XX_XO__XXOXO_O,2
__________________________________________,4
_______________________________________X__,2
_____________________________________O_X__,4
________________________________X____O_X__,4
_________________________O______X____O_X__,2
_________________________O____X_X____O_X__,4
__________________O______O____X_X____O_X__,1
__________________O______O____X_X___XO_X__,2
__________________O____O_O____X_X___XO_X__,4
___________X______O____O_O____X_X___XO_X__,1
___________X______O____O_O___OX_X___XO_X__,1
___________X______O___XO_O___OX_X___XO_X__,2
___________X____O_O___XO_O___OX_X___XO_X__,2
_________X_X____O_O___XO_O___OX_X___XO_X__,1
_________X_X___OO_O___XO_O___OX_X___XO_X__,1
________XX_X___OO_O___XO_O___OX_X___XO_X__,3
________XX_X___OO_O___XO_O___OX_X___XOOX__,3
________XX_X___OO_O___XO_O___OXXX___XOOX__,6
________XX_X___OO_O___XO_O___OXXX___XOOX_O,6
________XX_X___OO_O___XO_O___OXXX_X_XOOX_O,6
________XX_X___OO_O___XO_O_O_OXXX_X_XOOX_O,6
________XX_X___OO_O_X_XO_O_O_OXXX_X_XOOX_O,4
____O___XX_X___OO_O_X_XO_O_O_OXXX_X_XOOX_O,2
__X_O___XX_X___OO_O_X_XO_O_O_OXXX_X_XOOX_O,1
_OX_O___XX_X___OO_O_X_XO_O_O_OXXX_X_XOOX_O,0
_OX_O___XX_X___OO_O_X_XO_O_O_OXXX_XXXOOX_O,0
_OX_O___XX_X___OO_O_X_XO_O_OOOXXX_XXXOOX_O,0
_OX_O___XX_X___OO_O_XXXO_O_OOOXXX_XXXOOX_O,6
_OX_O___XX_X_O_OO_O_XXXO_O_OOOXXX_XXXOOX_O,6
_OX_O_X_XX_X_O_OO_O_XXXO_O_OOOXXX_XXXOOX_O,3
_OX_O_X_XX_X_O_OO_O_XXXOOO_OOOXXX_XXXOOX_O,3
_OX_O_X_XX_X_O_OOXO_XXXOOO_OOOXXX_XXXOOX_O,3
_OX_O_X_XXOX_O_OOXO_XXXOOO_OOOXXX_XXXOOX_O,3
_OXXO_X_XXOX_O_OOXO_XXXOOO_OOOXXX_XXXOOX_O,5
_OXXO_X_XXOX_O_OOXO_XXXOOO_OOOXXX_XXXOOXOO,5
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,2
________________________O_____XX_____OX___,3
_________________O______O_____XX_____OX___,5
_________________O______O_____XX_____OX_X_,3
__________O______O______O_____XX_____OX_X_,3
___X______O______O______O_____XX_____OX_X_,5
___X______O______O______O_____XX_O___OX_X_,2
___X______O______O_____XO_____XX_O___OX_X_,4
___X______O______O_____XO_____XX_O___OXOX_,5
___X______O______O_____XO_X___XX_O___OXOX_,2
___X______O_____OO_____XO_X___XX_O___OXOX_,5
___X______O_____OO_X___XO_X___XX_O___OXOX_,2
___X_____OO_____OO_X___XO_X___XX_O___OXOX_,5
